Product,Week No.,Weekly Sales,Total Sales,Average Weekly Demand,Standard Deviation
A-015,59,52,5072,65.02564103,31.36048235
A-015,60,110,5072,65.02564103,31.36048235
A-015,61,143,5072,65.02564103,31.36048235
A-015,62,125,5072,65.02564103,31.36048235
A-015,63,100,5072,65.02564103,31.36048235
A-015,64,107,5072,65.02564103,31.36048235
A-015,65,122,5072,65.02564103,31.36048235
A-015,66,66,5072,65.02564103,31.36048235
A-015,67,46,5072,65.02564103,31.36048235
A-015,68,42,5072,65.02564103,31.36048235
A-015,69,61,5072,65.02564103,31.36048235
A-015,70,66,5072,65.02564103,31.36048235
A-015,71,73,5072,65.02564103,31.36048235
A-015,72,57,5072,65.02564103,31.36048235
A-015,73,73,5072,65.02564103,31.36048235
A-015,74,101,5072,65.02564103,31.36048235
A-015,75,73,5072,65.02564103,31.36048235
A-015,76,78,5072,65.02564103,31.36048235
A-015,77,29,5072,65.02564103,31.36048235
A-016,0,121,12415,159.1666667,83.56790794
A-016,1,124,12415,159.1666667,83.56790794
A-016,2,195,12415,159.1666667,83.56790794
A-016,3,151,12415,159.1666667,83.56790794
A-016,4,87,12415,159.1666667,83.56790794
A-016,5,139,12415,159.1666667,83.56790794
A-016,6,96,12415,159.1666667,83.56790794
A-016,7,121,12415,159.1666667,83.56790794
A-016,8,145,12415,159.1666667,83.56790794
A-016,9,79,12415,159.1666667,83.56790794
A-016,10,165,12415,159.1666667,83.56790794
A-016,11,179,12415,159.1666667,83.56790794
A-016,12,117,12415,159.1666667,83.56790794
A-016,13,111,12415,159.1666667,83.56790794
A-016,14,125,12415,159.1666667,83.56790794
A-016,15,102,12415,159.1666667,83.56790794
A-016,16,84,12415,159.1666667,83.56790794
A-016,17,147,12415,159.1666667,83.56790794
A-016,18,180,12415,159.1666667,83.56790794
A-016,19,159,12415,159.1666667,83.56790794
A-016,20,155,12415,159.1666667,83.56790794
A-016,21,99,12415,159.1666667,83.56790794
A-016,22,96,12415,159.1666667,83.56790794
A-016,23,73,12415,159.1666667,83.56790794
A-016,24,128,12415,159.1666667,83.56790794
A-016,25,125,12415,159.1666667,83.56790794
A-016,26,110,12415,159.1666667,83.56790794
A-016,27,111,12415,159.1666667,83.56790794
A-016,28,104,12415,159.1666667,83.56790794
A-016,29,127,12415,159.1666667,83.56790794
A-016,30,140,12415,159.1666667,83.56790794
A-016,31,159,12415,159.1666667,83.56790794
A-016,32,129,12415,159.1666667,83.56790794
A-016,33,234,12415,159.1666667,83.56790794
A-016,34,88,12415,159.1666667,83.56790794
A-016,35,90,12415,159.1666667,83.56790794
A-016,36,114,12415,159.1666667,83.56790794
A-016,37,123,12415,159.1666667,83.56790794
A-016,38,167,12415,159.1666667,83.56790794
A-016,39,153,12415,159.1666667,83.56790794
A-016,40,239,12415,159.1666667,83.56790794
A-016,41,158,12415,159.1666667,83.56790794
A-016,42,209,12415,159.1666667,83.56790794
A-016,43,182,12415,159.1666667,83.56790794
A-016,44,113,12415,159.1666667,83.56790794
A-016,45,126,12415,159.1666667,83.56790794
A-016,46,134,12415,159.1666667,83.56790794
A-016,47,213,12415,159.1666667,83.56790794
A-016,48,122,12415,159.1666667,83.56790794
A-016,49,137,12415,159.1666667,83.56790794
A-016,50,172,12415,159.1666667,83.56790794
A-016,51,1,12415,159.1666667,83.56790794
A-016,52,130,12415,159.1666667,83.56790794
A-016,53,87,12415,159.1666667,83.56790794
A-016,54,131,12415,159.1666667,83.56790794
A-016,55,146,12415,159.1666667,83.56790794
A-016,56,164,12415,159.1666667,83.56790794
A-016,57,126,12415,159.1666667,83.56790794
A-016,58,143,12415,159.1666667,83.56790794
A-016,59,144,12415,159.1666667,83.56790794
A-016,60,189,12415,159.1666667,83.56790794
A-016,61,147,12415,159.1666667,83.56790794
A-016,62,202,12415,159.1666667,83.56790794
A-016,63,189,12415,159.1666667,83.56790794
A-016,64,185,12415,159.1666667,83.56790794
A-016,65,373,12415,159.1666667,83.56790794
A-016,66,512,12415,159.1666667,83.56790794
A-016,67,601,12415,159.1666667,83.56790794
A-016,68,188,12415,159.1666667,83.56790794
A-016,69,151,12415,159.1666667,83.56790794
A-016,70,192,12415,159.1666667,83.56790794
A-016,71,205,12415,159.1666667,83.56790794
A-016,72,184,12415,159.1666667,83.56790794
A-016,73,253,12415,159.1666667,83.56790794
A-016,74,247,12415,159.1666667,83.56790794
A-016,75,225,12415,159.1666667,83.56790794
A-016,76,231,12415,159.1666667,83.56790794
A-016,77,112,12415,159.1666667,83.56790794
A-017,0,1,1212,15.53846154,22.05936048
A-017,1,178,1212,15.53846154,22.05936048
A-017,2,11,1212,15.53846154,22.05936048
A-017,3,3,1212,15.53846154,22.05936048
A-017,4,4,1212,15.53846154,22.05936048
A-017,5,30,1212,15.53846154,22.05936048
A-017,6,6,1212,15.53846154,22.05936048
A-017,7,1,1212,15.53846154,22.05936048
A-017,8,38,1212,15.53846154,22.05936048
A-017,9,78,1212,15.53846154,22.05936048
A-017,10,13,1212,15.53846154,22.05936048
A-017,11,14,1212,15.53846154,22.05936048
A-017,12,3,1212,15.53846154,22.05936048
A-017,13,13,1212,15.53846154,22.05936048
A-017,14,7,1212,15.53846154,22.05936048
A-017,15,5,1212,15.53846154,22.05936048
A-017,16,7,1212,15.53846154,22.05936048
A-017,17,1,1212,15.53846154,22.05936048
A-017,18,7,1212,15.53846154,22.05936048
A-017,19,8,1212,15.53846154,22.05936048
A-017,20,21,1212,15.53846154,22.05936048
A-017,21,8,1212,15.53846154,22.05936048
A-017,22,15,1212,15.53846154,22.05936048
A-017,23,15,1212,15.53846154,22.05936048
A-017,24,12,1212,15.53846154,22.05936048
A-017,25,13,1212,15.53846154,22.05936048
A-017,26,20,1212,15.53846154,22.05936048
A-017,27,11,1212,15.53846154,22.05936048
A-017,28,17,1212,15.53846154,22.05936048
A-017,29,16,1212,15.53846154,22.05936048
A-017,30,12,1212,15.53846154,22.05936048
A-017,31,12,1212,15.53846154,22.05936048
A-017,32,23,1212,15.53846154,22.05936048
A-017,33,57,1212,15.53846154,22.05936048
A-017,34,19,1212,15.53846154,22.05936048
A-017,35,14,1212,15.53846154,22.05936048
A-017,36,8,1212,15.53846154,22.05936048
A-017,37,6,1212,15.53846154,22.05936048
A-017,38,13,1212,15.53846154,22.05936048
A-017,39,14,1212,15.53846154,22.05936048
A-017,40,42,1212,15.53846154,22.05936048
A-017,41,12,1212,15.53846154,22.05936048
A-017,42,7,1212,15.53846154,22.05936048
A-017,43,9,1212,15.53846154,22.05936048
A-017,44,5,1212,15.53846154,22.05936048
A-017,45,9,1212,15.53846154,22.05936048
A-017,46,7,1212,15.53846154,22.05936048
A-017,47,13,1212,15.53846154,22.05936048
A-017,48,5,1212,15.53846154,22.05936048
A-017,49,14,1212,15.53846154,22.05936048
A-017,50,16,1212,15.53846154,22.05936048
A-017,51,0,1212,15.53846154,22.05936048
A-017,52,7,1212,15.53846154,22.05936048
A-017,53,6,1212,15.53846154,22.05936048
A-017,54,11,1212,15.53846154,22.05936048
A-017,55,9,1212,15.53846154,22.05936048
A-017,56,17,1212,15.53846154,22.05936048
A-017,57,12,1212,15.53846154,22.05936048
A-017,58,12,1212,15.53846154,22.05936048
A-017,59,2,1212,15.53846154,22.05936048
A-017,60,21,1212,15.53846154,22.05936048
A-017,61,19,1212,15.53846154,22.05936048
A-017,62,20,1212,15.53846154,22.05936048
A-017,63,16,1212,15.53846154,22.05936048
A-017,64,22,1212,15.53846154,22.05936048
A-017,65,22,1212,15.53846154,22.05936048
A-017,66,18,1212,15.53846154,22.05936048
A-017,67,24,1212,15.53846154,22.05936048
A-017,68,9,1212,15.53846154,22.05936048
A-017,69,13,1212,15.53846154,22.05936048
A-017,70,10,1212,15.53846154,22.05936048
A-017,71,6,1212,15.53846154,22.05936048
A-017,72,12,1212,15.53846154,22.05936048
A-017,73,4,1212,15.53846154,22.05936048
A-017,74,6,1212,15.53846154,22.05936048
A-017,75,11,1212,15.53846154,22.05936048
A-017,76,8,1212,15.53846154,22.05936048
A-017,77,2,1212,15.53846154,22.05936048
A-018,0,3,15,0.192307692,0.485040962
A-018,1,0,15,0.192307692,0.485040962
A-018,2,1,15,0.192307692,0.485040962
A-018,3,0,15,0.192307692,0.485040962
A-018,4,0,15,0.192307692,0.485040962
A-018,5,0,15,0.192307692,0.485040962
A-018,6,0,15,0.192307692,0.485040962
A-018,7,0,15,0.192307692,0.485040962
A-018,8,0,15,0.192307692,0.485040962
A-018,9,0,15,0.192307692,0.485040962
A-018,10,0,15,0.192307692,0.485040962
A-018,11,1,15,0.192307692,0.485040962
A-018,12,0,15,0.192307692,0.485040962
A-018,13,0,15,0.192307692,0.485040962
A-018,14,0,15,0.192307692,0.485040962
A-018,15,0,15,0.192307692,0.485040962
A-018,16,0,15,0.192307692,0.485040962
A-018,17,0,15,0.192307692,0.485040962
A-018,18,0,15,0.192307692,0.485040962
A-018,19,0,15,0.192307692,0.485040962
A-018,20,1,15,0.192307692,0.485040962
A-018,21,0,15,0.192307692,0.485040962
A-018,22,0,15,0.192307692,0.485040962
A-018,23,0,15,0.192307692,0.485040962
A-018,24,0,15,0.192307692,0.485040962
A-018,25,1,15,0.192307692,0.485040962
A-018,26,0,15,0.192307692,0.485040962
A-018,27,0,15,0.192307692,0.485040962
A-018,28,0,15,0.192307692,0.485040962
A-018,29,0,15,0.192307692,0.485040962
A-018,30,0,15,0.192307692,0.485040962
A-018,31,0,15,0.192307692,0.485040962
A-018,32,0,15,0.192307692,0.485040962
A-018,33,0,15,0.192307692,0.485040962
A-018,34,1,15,0.192307692,0.485040962
A-018,35,0,15,0.192307692,0.485040962
A-018,36,0,15,0.192307692,0.485040962
A-018,37,0,15,0.192307692,0.485040962
A-018,38,0,15,0.192307692,0.485040962
A-018,39,0,15,0.192307692,0.485040962
A-018,40,0,15,0.192307692,0.485040962
A-018,41,0,15,0.192307692,0.485040962
A-018,42,0,15,0.192307692,0.485040962
A-018,43,1,15,0.192307692,0.485040962
A-018,44,0,15,0.192307692,0.485040962
A-018,45,0,15,0.192307692,0.485040962
A-018,46,0,15,0.192307692,0.485040962
A-018,47,0,15,0.192307692,0.485040962
A-018,48,0,15,0.192307692,0.485040962
A-018,49,0,15,0.192307692,0.485040962
A-018,50,0,15,0.192307692,0.485040962
A-018,51,0,15,0.192307692,0.485040962
A-018,52,0,15,0.192307692,0.485040962
A-018,53,0,15,0.192307692,0.485040962
A-018,54,0,15,0.192307692,0.485040962
A-018,55,0,15,0.192307692,0.485040962
A-018,56,1,15,0.192307692,0.485040962
A-018,57,1,15,0.192307692,0.485040962
A-018,58,1,15,0.192307692,0.485040962
A-018,59,0,15,0.192307692,0.485040962
A-018,60,0,15,0.192307692,0.485040962
A-018,61,0,15,0.192307692,0.485040962
A-018,62,0,15,0.192307692,0.485040962
A-018,63,1,15,0.192307692,0.485040962
A-018,64,1,15,0.192307692,0.485040962
A-018,65,0,15,0.192307692,0.485040962
A-018,66,0,15,0.192307692,0.485040962
A-018,67,0,15,0.192307692,0.485040962
A-018,68,0,15,0.192307692,0.485040962
A-018,69,0,15,0.192307692,0.485040962
A-018,70,0,15,0.192307692,0.485040962
A-018,71,0,15,0.192307692,0.485040962
A-018,72,0,15,0.192307692,0.485040962
A-018,73,0,15,0.192307692,0.485040962
A-018,74,1,15,0.192307692,0.485040962
A-018,75,0,15,0.192307692,0.485040962
A-018,76,0,15,0.192307692,0.485040962
A-018,77,0,15,0.192307692,0.485040962
A-019,0,652,35016,448.9230769,157.3326998
A-019,1,400,35016,448.9230769,157.3326998
A-019,2,750,35016,448.9230769,157.3326998
A-019,3,349,35016,448.9230769,157.3326998
A-019,4,489,35016,448.9230769,157.3326998
A-019,5,410,35016,448.9230769,157.3326998
A-019,6,323,35016,448.9230769,157.3326998
A-019,7,486,35016,448.9230769,157.3326998
A-019,8,503,35016,448.9230769,157.3326998
A-019,9,531,35016,448.9230769,157.3326998
A-019,10,708,35016,448.9230769,157.3326998
A-019,11,386,35016,448.9230769,157.3326998
A-019,12,402,35016,448.9230769,157.3326998
A-019,13,620,35016,448.9230769,157.3326998
A-019,14,606,35016,448.9230769,157.3326998
A-019,15,311,35016,448.9230769,157.3326998
A-019,16,787,35016,448.9230769,157.3326998
A-019,17,444,35016,448.9230769,157.3326998
A-019,18,412,35016,448.9230769,157.3326998
A-019,19,317,35016,448.9230769,157.3326998
A-019,20,355,35016,448.9230769,157.3326998
A-019,21,725,35016,448.9230769,157.3326998
A-019,22,442,35016,448.9230769,157.3326998
A-019,23,280,35016,448.9230769,157.3326998
A-019,24,698,35016,448.9230769,157.3326998
A-019,25,619,35016,448.9230769,157.3326998
A-019,26,543,35016,448.9230769,157.3326998
A-019,27,390,35016,448.9230769,157.3326998
A-019,28,504,35016,448.9230769,157.3326998
A-019,29,295,35016,448.9230769,157.3326998
A-019,30,459,35016,448.9230769,157.3326998
A-019,31,525,35016,448.9230769,157.3326998
A-019,32,537,35016,448.9230769,157.3326998
A-019,33,289,35016,448.9230769,157.3326998
A-019,34,465,35016,448.9230769,157.3326998
A-019,35,347,35016,448.9230769,157.3326998
A-019,36,580,35016,448.9230769,157.3326998
A-019,37,353,35016,448.9230769,157.3326998
A-019,38,409,35016,448.9230769,157.3326998
A-019,39,415,35016,448.9230769,157.3326998
A-019,40,566,35016,448.9230769,157.3326998
A-019,41,526,35016,448.9230769,157.3326998
A-019,42,430,35016,448.9230769,157.3326998
A-019,43,376,35016,448.9230769,157.3326998
A-019,44,464,35016,448.9230769,157.3326998
A-019,45,518,35016,448.9230769,157.3326998
A-019,46,480,35016,448.9230769,157.3326998
A-019,47,403,35016,448.9230769,157.3326998
A-019,48,336,35016,448.9230769,157.3326998
A-019,49,582,35016,448.9230769,157.3326998
A-019,50,230,35016,448.9230769,157.3326998
A-019,51,27,35016,448.9230769,157.3326998
A-019,52,343,35016,448.9230769,157.3326998
A-019,53,396,35016,448.9230769,157.3326998
A-019,54,333,35016,448.9230769,157.3326998
A-019,55,289,35016,448.9230769,157.3326998
A-019,56,296,35016,448.9230769,157.3326998
A-019,57,277,35016,448.9230769,157.3326998
A-019,58,302,35016,448.9230769,157.3326998
A-019,59,231,35016,448.9230769,157.3326998
A-019,60,589,35016,448.9230769,157.3326998
A-019,61,665,35016,448.9230769,157.3326998
A-019,62,570,35016,448.9230769,157.3326998
A-019,63,531,35016,448.9230769,157.3326998
A-019,64,596,35016,448.9230769,157.3326998
A-019,65,569,35016,448.9230769,157.3326998
A-019,66,288,35016,448.9230769,157.3326998
A-019,67,243,35016,448.9230769,157.3326998
A-019,68,205,35016,448.9230769,157.3326998
A-019,69,682,35016,448.9230769,157.3326998
A-019,70,428,35016,448.9230769,157.3326998
A-019,71,294,35016,448.9230769,157.3326998
A-019,72,249,35016,448.9230769,157.3326998
A-019,73,907,35016,448.9230769,157.3326998
A-019,74,577,35016,448.9230769,157.3326998
A-019,75,421,35016,448.9230769,157.3326998
A-019,76,489,35016,448.9230769,157.3326998
A-019,77,192,35016,448.9230769,157.3326998
A-020,0,178,13712,175.7948718,61.93049287
A-020,1,143,13712,175.7948718,61.93049287
A-020,2,139,13712,175.7948718,61.93049287
A-020,3,107,13712,175.7948718,61.93049287
A-020,4,176,13712,175.7948718,61.93049287
A-020,5,167,13712,175.7948718,61.93049287
A-020,6,152,13712,175.7948718,61.93049287
A-020,7,173,13712,175.7948718,61.93049287
A-020,8,270,13712,175.7948718,61.93049287
A-020,9,214,13712,175.7948718,61.93049287
A-020,10,243,13712,175.7948718,61.93049287
A-020,11,181,13712,175.7948718,61.93049287
A-020,12,150,13712,175.7948718,61.93049287
A-020,13,192,13712,175.7948718,61.93049287
A-020,14,168,13712,175.7948718,61.93049287
A-020,15,120,13712,175.7948718,61.93049287
A-020,16,164,13712,175.7948718,61.93049287
A-020,17,203,13712,175.7948718,61.93049287
A-020,18,161,13712,175.7948718,61.93049287
A-020,19,138,13712,175.7948718,61.93049287
A-020,20,144,13712,175.7948718,61.93049287
A-020,21,197,13712,175.7948718,61.93049287
A-020,22,130,13712,175.7948718,61.93049287
A-020,23,110,13712,175.7948718,61.93049287
A-020,24,185,13712,175.7948718,61.93049287
A-020,25,152,13712,175.7948718,61.93049287
A-020,26,162,13712,175.7948718,61.93049287
A-020,27,172,13712,175.7948718,61.93049287
A-020,28,194,13712,175.7948718,61.93049287
A-020,29,106,13712,175.7948718,61.93049287
A-020,30,164,13712,175.7948718,61.93049287
A-020,31,188,13712,175.7948718,61.93049287
A-020,32,185,13712,175.7948718,61.93049287
A-020,33,143,13712,175.7948718,61.93049287
A-020,34,229,13712,175.7948718,61.93049287
A-020,35,151,13712,175.7948718,61.93049287
A-020,36,210,13712,175.7948718,61.93049287
A-020,37,154,13712,175.7948718,61.93049287
A-020,38,243,13712,175.7948718,61.93049287
A-020,39,193,13712,175.7948718,61.93049287
A-020,40,227,13712,175.7948718,61.93049287
A-020,41,205,13712,175.7948718,61.93049287
A-020,42,197,13712,175.7948718,61.93049287
A-020,43,204,13712,175.7948718,61.93049287
A-020,44,188,13712,175.7948718,61.93049287
A-020,45,141,13712,175.7948718,61.93049287
A-020,46,157,13712,175.7948718,61.93049287
A-020,47,100,13712,175.7948718,61.93049287
A-020,48,160,13712,175.7948718,61.93049287
A-020,49,272,13712,175.7948718,61.93049287
A-020,50,118,13712,175.7948718,61.93049287
A-020,51,14,13712,175.7948718,61.93049287
A-020,52,118,13712,175.7948718,61.93049287
A-020,53,126,13712,175.7948718,61.93049287
A-020,54,113,13712,175.7948718,61.93049287
A-020,55,113,13712,175.7948718,61.93049287
A-020,56,119,13712,175.7948718,61.93049287
A-020,57,112,13712,175.7948718,61.93049287
A-020,58,162,13712,175.7948718,61.93049287
A-020,59,137,13712,175.7948718,61.93049287
A-020,60,318,13712,175.7948718,61.93049287
A-020,61,370,13712,175.7948718,61.93049287
A-020,62,297,13712,175.7948718,61.93049287
A-020,63,283,13712,175.7948718,61.93049287
A-020,64,377,13712,175.7948718,61.93049287
A-020,65,323,13712,175.7948718,61.93049287
A-020,66,126,13712,175.7948718,61.93049287
A-020,67,133,13712,175.7948718,61.93049287
A-020,68,159,13712,175.7948718,61.93049287
A-020,69,152,13712,175.7948718,61.93049287
A-020,70,203,13712,175.7948718,61.93049287
A-020,71,168,13712,175.7948718,61.93049287
A-020,72,168,13712,175.7948718,61.93049287
A-020,73,141,13712,175.7948718,61.93049287
A-020,74,150,13712,175.7948718,61.93049287
A-020,75,208,13712,175.7948718,61.93049287
A-020,76,223,13712,175.7948718,61.93049287
A-020,77,79,13712,175.7948718,61.93049287
A-021,0,86,5223,66.96153846,25.54163513
A-021,1,58,5223,66.96153846,25.54163513
A-021,2,132,5223,66.96153846,25.54163513
A-021,3,114,5223,66.96153846,25.54163513
A-021,4,80,5223,66.96153846,25.54163513
A-021,5,82,5223,66.96153846,25.54163513
A-021,6,55,5223,66.96153846,25.54163513
A-021,7,56,5223,66.96153846,25.54163513
A-021,8,45,5223,66.96153846,25.54163513
A-021,9,56,5223,66.96153846,25.54163513
A-021,10,47,5223,66.96153846,25.54163513
A-021,11,69,5223,66.96153846,25.54163513
A-021,12,38,5223,66.96153846,25.54163513
A-021,13,40,5223,66.96153846,25.54163513
A-021,14,66,5223,66.96153846,25.54163513
A-021,15,48,5223,66.96153846,25.54163513
A-021,16,52,5223,66.96153846,25.54163513
A-021,17,43,5223,66.96153846,25.54163513
A-021,18,56,5223,66.96153846,25.54163513
A-021,19,81,5223,66.96153846,25.54163513
A-021,20,46,5223,66.96153846,25.54163513
A-021,21,34,5223,66.96153846,25.54163513
A-021,22,20,5223,66.96153846,25.54163513
A-021,23,28,5223,66.96153846,25.54163513
A-021,24,47,5223,66.96153846,25.54163513
A-021,25,49,5223,66.96153846,25.54163513
A-021,26,34,5223,66.96153846,25.54163513
A-021,27,39,5223,66.96153846,25.54163513
A-021,28,50,5223,66.96153846,25.54163513
A-021,29,45,5223,66.96153846,25.54163513
A-021,30,39,5223,66.96153846,25.54163513
A-021,31,48,5223,66.96153846,25.54163513
A-021,32,57,5223,66.96153846,25.54163513
A-021,33,102,5223,66.96153846,25.54163513
A-021,34,57,5223,66.96153846,25.54163513
A-021,35,43,5223,66.96153846,25.54163513
A-021,36,44,5223,66.96153846,25.54163513
A-021,37,47,5223,66.96153846,25.54163513
A-021,38,65,5223,66.96153846,25.54163513
A-021,39,56,5223,66.96153846,25.54163513
A-021,40,116,5223,66.96153846,25.54163513
A-021,41,88,5223,66.96153846,25.54163513
A-021,42,69,5223,66.96153846,25.54163513
A-021,43,87,5223,66.96153846,25.54163513
A-021,44,59,5223,66.96153846,25.54163513
A-021,45,70,5223,66.96153846,25.54163513
A-021,46,84,5223,66.96153846,25.54163513
A-021,47,104,5223,66.96153846,25.54163513
A-021,48,98,5223,66.96153846,25.54163513
A-021,49,94,5223,66.96153846,25.54163513
A-021,50,84,5223,66.96153846,25.54163513
A-021,51,0,5223,66.96153846,25.54163513
A-021,52,67,5223,66.96153846,25.54163513
A-021,53,54,5223,66.96153846,25.54163513
A-021,54,71,5223,66.96153846,25.54163513
A-021,55,89,5223,66.96153846,25.54163513
A-021,56,96,5223,66.96153846,25.54163513
A-021,57,86,5223,66.96153846,25.54163513
A-021,58,80,5223,66.96153846,25.54163513
A-021,59,65,5223,66.96153846,25.54163513
A-021,60,74,5223,66.96153846,25.54163513
A-021,61,82,5223,66.96153846,25.54163513
A-021,62,100,5223,66.96153846,25.54163513
A-021,63,127,5223,66.96153846,25.54163513
A-021,64,83,5223,66.96153846,25.54163513
A-021,65,123,5223,66.96153846,25.54163513
A-021,66,79,5223,66.96153846,25.54163513
A-021,67,103,5223,66.96153846,25.54163513
A-021,68,79,5223,66.96153846,25.54163513
A-021,69,78,5223,66.96153846,25.54163513
A-021,70,62,5223,66.96153846,25.54163513
A-021,71,68,5223,66.96153846,25.54163513
A-021,72,65,5223,66.96153846,25.54163513
A-021,73,72,5223,66.96153846,25.54163513
A-021,74,78,5223,66.96153846,25.54163513
A-021,75,59,5223,66.96153846,25.54163513
A-021,76,51,5223,66.96153846,25.54163513
A-021,77,25,5223,66.96153846,25.54163513
A-022,0,11,1992,25.53846154,15.7320851
A-022,1,18,1992,25.53846154,15.7320851
A-022,2,36,1992,25.53846154,15.7320851
A-022,3,28,1992,25.53846154,15.7320851
A-022,4,13,1992,25.53846154,15.7320851
A-022,5,16,1992,25.53846154,15.7320851
A-022,6,12,1992,25.53846154,15.7320851
A-022,7,17,1992,25.53846154,15.7320851
A-022,8,13,1992,25.53846154,15.7320851
A-022,9,10,1992,25.53846154,15.7320851
A-022,10,16,1992,25.53846154,15.7320851
A-022,11,30,1992,25.53846154,15.7320851
A-022,12,16,1992,25.53846154,15.7320851
A-022,13,8,1992,25.53846154,15.7320851
A-022,14,18,1992,25.53846154,15.7320851
A-022,15,16,1992,25.53846154,15.7320851
A-022,16,4,1992,25.53846154,15.7320851
A-022,17,8,1992,25.53846154,15.7320851
A-022,18,26,1992,25.53846154,15.7320851
A-022,19,43,1992,25.53846154,15.7320851
A-022,20,18,1992,25.53846154,15.7320851
A-022,21,10,1992,25.53846154,15.7320851
A-022,22,11,1992,25.53846154,15.7320851
A-022,23,8,1992,25.53846154,15.7320851
A-022,24,10,1992,25.53846154,15.7320851
A-022,25,12,1992,25.53846154,15.7320851
A-022,26,13,1992,25.53846154,15.7320851
A-022,27,13,1992,25.53846154,15.7320851
A-022,28,17,1992,25.53846154,15.7320851
A-022,29,15,1992,25.53846154,15.7320851
A-022,30,31,1992,25.53846154,15.7320851
A-022,31,28,1992,25.53846154,15.7320851
A-022,32,26,1992,25.53846154,15.7320851
A-022,33,57,1992,25.53846154,15.7320851
A-022,34,21,1992,25.53846154,15.7320851
A-022,35,26,1992,25.53846154,15.7320851
A-022,36,19,1992,25.53846154,15.7320851
A-022,37,9,1992,25.53846154,15.7320851
A-022,38,32,1992,25.53846154,15.7320851
A-022,39,21,1992,25.53846154,15.7320851
A-022,40,39,1992,25.53846154,15.7320851
A-022,41,28,1992,25.53846154,15.7320851
A-022,42,57,1992,25.53846154,15.7320851
A-022,43,41,1992,25.53846154,15.7320851
A-022,44,25,1992,25.53846154,15.7320851
A-022,45,36,1992,25.53846154,15.7320851
A-022,46,31,1992,25.53846154,15.7320851
A-022,47,33,1992,25.53846154,15.7320851
A-022,48,22,1992,25.53846154,15.7320851
A-022,49,21,1992,25.53846154,15.7320851
A-022,50,40,1992,25.53846154,15.7320851
A-022,51,0,1992,25.53846154,15.7320851
A-022,52,13,1992,25.53846154,15.7320851
A-022,53,11,1992,25.53846154,15.7320851
A-022,54,14,1992,25.53846154,15.7320851
A-022,55,19,1992,25.53846154,15.7320851
A-022,56,16,1992,25.53846154,15.7320851
A-022,57,16,1992,25.53846154,15.7320851
A-022,58,22,1992,25.53846154,15.7320851
A-022,59,15,1992,25.53846154,15.7320851
A-022,60,22,1992,25.53846154,15.7320851
A-022,61,16,1992,25.53846154,15.7320851
A-022,62,45,1992,25.53846154,15.7320851
A-022,63,20,1992,25.53846154,15.7320851
A-022,64,27,1992,25.53846154,15.7320851
A-022,65,44,1992,25.53846154,15.7320851
A-022,66,38,1992,25.53846154,15.7320851
A-022,67,59,1992,25.53846154,15.7320851
A-022,68,28,1992,25.53846154,15.7320851
A-022,69,19,1992,25.53846154,15.7320851
A-022,70,50,1992,25.53846154,15.7320851
A-022,71,42,1992,25.53846154,15.7320851
A-022,72,42,1992,25.53846154,15.7320851
A-022,73,57,1992,25.53846154,15.7320851
A-022,74,74,1992,25.53846154,15.7320851
A-022,75,70,1992,25.53846154,15.7320851
A-022,76,55,1992,25.53846154,15.7320851
A-022,77,29,1992,25.53846154,15.7320851
A-023,0,252,14016,179.6923077,65.76508917
A-023,1,165,14016,179.6923077,65.76508917
A-023,2,155,14016,179.6923077,65.76508917
A-023,3,78,14016,179.6923077,65.76508917
A-023,4,108,14016,179.6923077,65.76508917
A-023,5,192,14016,179.6923077,65.76508917
A-023,6,190,14016,179.6923077,65.76508917
A-023,7,325,14016,179.6923077,65.76508917
A-023,8,146,14016,179.6923077,65.76508917
A-023,9,82,14016,179.6923077,65.76508917
A-023,10,73,14016,179.6923077,65.76508917
A-023,11,186,14016,179.6923077,65.76508917
A-023,12,130,14016,179.6923077,65.76508917
A-023,13,95,14016,179.6923077,65.76508917
A-023,14,78,14016,179.6923077,65.76508917
A-023,15,140,14016,179.6923077,65.76508917
A-023,16,289,14016,179.6923077,65.76508917
A-023,17,240,14016,179.6923077,65.76508917
A-023,18,227,14016,179.6923077,65.76508917
A-023,19,75,14016,179.6923077,65.76508917
A-023,20,157,14016,179.6923077,65.76508917
A-023,21,72,14016,179.6923077,65.76508917
A-023,22,99,14016,179.6923077,65.76508917
A-023,23,172,14016,179.6923077,65.76508917
A-023,24,156,14016,179.6923077,65.76508917
A-023,25,211,14016,179.6923077,65.76508917
A-023,26,210,14016,179.6923077,65.76508917
A-023,27,167,14016,179.6923077,65.76508917
A-023,28,154,14016,179.6923077,65.76508917
A-023,29,153,14016,179.6923077,65.76508917
A-023,30,203,14016,179.6923077,65.76508917
A-023,31,167,14016,179.6923077,65.76508917
A-023,32,192,14016,179.6923077,65.76508917
A-023,33,192,14016,179.6923077,65.76508917
A-023,34,229,14016,179.6923077,65.76508917
A-023,35,224,14016,179.6923077,65.76508917
A-023,36,215,14016,179.6923077,65.76508917
A-023,37,185,14016,179.6923077,65.76508917
A-023,38,281,14016,179.6923077,65.76508917
A-023,39,197,14016,179.6923077,65.76508917
A-023,40,199,14016,179.6923077,65.76508917
A-023,41,177,14016,179.6923077,65.76508917
A-023,42,170,14016,179.6923077,65.76508917
A-023,43,171,14016,179.6923077,65.76508917
A-023,44,273,14016,179.6923077,65.76508917
